x (m),Qdot (J/m3 s),N2,AR,HE,H,O2,OH,O,H2,H2O,HO2,CO,CO2,HCO,CH3,CH4,CH2O,T-CH2,S-CH2,C2H4,CH3O,C2H5,C2H6,H2O2,C2H2,C2H3,CH2CHO,CH2CO,CH2OH,CH3CHO,CH3CO,C2H5OH,CH2CH2OH,CH3CHOH,CH3CH2O
0.0107,1.15183e-27,0,0,0,1.38266e-60,0,1.31388e-53,4.48922e-67,1.83034e-59,1.09602e-34,5.17231e-45,-2.06574e-67,-2.36817e-120,1.52776e-92,2.35643e-45,2.38725e-101,4.70537e-45,2.1326e-221,8.13902e-71,1.70675e-34,2.38251e-88,1.36505e-92,8.22369e-88,4.42262e-51,5.02386e-148,2.51337e-91,3.6161e-91,2.44358e-108,1.1403e-48,1.37452e-49,4.39512e-101,0,8.86974e-50,3.39481e-50,5.03811e-50
0.0108,1.08282e-27,0,0,0,1.31116e-60,0,1.60591e-53,5.41499e-67,1.59271e-59,1.03036e-34,4.86264e-45,-6.96596e-68,-4.17955e-121,1.43882e-92,2.21524e-45,2.07707e-101,4.42367e-45,1.83814e-221,-4.76774e-77,1.6045e-34,2.05483e-88,1.18771e-92,7.09218e-88,3.81446e-51,4.38032e-148,2.36683e-91,4.06499e-91,2.74911e-108,8.98739e-49,1.58276e-49,6.0882e-101,0,9.94549e-50,3.23011e-50,5.64915e-50
0.0109,1.00665e-27,0,0,0,1.22697e-60,0,1.92826e-53,6.36798e-67,1.34986e-59,9.57881e-35,4.52073e-45,-1.0116e-67,-4.65154e-120,1.33942e-92,2.05939e-45,1.7602e-101,4.11265e-45,1.53001e-221,9.77974e-71,1.49163e-34,1.72986e-88,1.00655e-92,5.97021e-88,3.21126e-51,3.71801e-148,2.20315e-91,4.42819e-91,2.99653e-108,7.14388e-49,1.75594e-49,7.95355e-101,0,1.08134e-49,3.02934e-50,6.14212e-50
0.011,9.24616e-28,0,0,0,1.13264e-60,0,2.2754e-53,7.29942e-67,1.11358e-59,8.79821e-35,4.15244e-45,4.87544e-68,1.12218e-120,1.23153e-92,1.89155e-45,1.45195e-101,3.77761e-45,1.22862e-221,-5.93277e-77,1.37008e-34,1.41974e-88,8.30304e-93,4.8997e-88,2.63561e-51,3.07063e-148,2.02556e-91,4.67576e-91,3.16551e-108,5.71607e-49,1.88016e-49,9.82897e-101,0,1.14013e-49,2.80061e-50,6.47607e-50
0.0111,8.38432e-28,0,0,0,1.03103e-60,0,2.64009e-53,8.15178e-67,8.93749e-60,7.97812e-35,3.76546e-45,-2.50731e-67,-2.71691e-120,1.11761e-92,1.71522e-45,1.16524e-101,3.42559e-45,9.50602e-222,1.08083e-76,1.24237e-34,1.13499e-88,6.66363e-93,3.91683e-88,2.10702e-51,2.46658e-148,1.83811e-91,4.7881e-91,3.24269e-108,4.59488e-49,1.94611e-49,1.15255e-100,0,1.16621e-49,2.55199e-50,6.62423e-50
0.0112,7.50116e-28,0,0,0,9.25182e-61,0,3.01377e-53,8.86347e-67,6.97708e-60,7.13775e-35,3.36889e-45,2.81196e-67,3.47925e-120,1.00048e-92,1.53453e-45,9.09587e-102,3.06482e-45,7.07673e-222,-5.03747e-77,1.1115e-34,8.83333e-89,5.20177e-93,3.04829e-88,1.63987e-51,1.92681e-148,1.64542e-91,4.75877e-91,3.2237e-108,3.70364e-49,1.95036e-49,1.28639e-100,0,1.15806e-49,2.29168e-50,6.57793e-50
0.0113,6.61855e-28,0,0,0,8.18211e-61,0,3.3872e-53,9.37574e-67,5.29803e-60,6.2979e-35,2.97254e-45,2.50432e-66,3.39459e-119,8.83163e-93,1.35397e-45,6.90661e-102,2.70426e-45,5.06222e-222,2.49408e-71,9.80722e-35,6.69183e-89,3.94986e-93,2.30922e-88,1.24232e-51,1.46387e-148,1.45244e-91,4.5951e-91,3.11347e-108,2.98797e-49,1.89554e-49,1.37096e-100,0,1.11747e-49,2.02781e-50,6.34737e-50
0.0114,5.75791e-28,0,0,0,7.13094e-61,0,3.7513e-53,9.64128e-67,3.91436e-60,5.47895e-35,2.58604e-45,-5.05589e-67,-8.08784e-120,7.68588e-93,1.17789e-45,5.10258e-102,2.35264e-45,3.4751e-222,-4.42652e-72,8.53194e-35,4.9351e-89,2.91821e-93,1.70297e-88,9.16196e-52,1.08197e-148,1.26398e-91,4.31626e-91,2.92499e-108,2.40869e-49,1.78958e-49,1.39974e-100,0,1.0491e-49,1.76801e-50,5.95899e-50
0.0115,4.93814e-28,0,0,0,6.12423e-61,0,4.09807e-53,9.6321e-67,2.81461e-60,4.6989e-35,2.21788e-45,-2.45616e-67,-2.35577e-120,6.59336e-93,1.01019e-45,3.66886e-102,2.01772e-45,2.28629e-222,-1.08652e-71,7.31722e-35,3.54356e-89,2.09829e-93,1.22276e-88,6.57863e-52,7.7822e-149,1.08429e-91,3.94931e-91,2.67665e-108,1.93698e-49,1.644e-49,1.3736e-100,0,9.59498e-50,1.51889e-50,5.45006e-50
0.0116,4.17464e-28,0,0,0,5.18292e-61,0,4.42096e-53,9.34481e-67,1.97007e-60,3.97239e-35,1.87498e-45,-5.88349e-67,-6.38165e-120,5.57502e-93,8.53995e-46,2.56793e-102,1.70577e-45,1.43967e-222,-2.27777e-74,6.18589e-35,2.47763e-89,1.46867e-93,8.54934e-89,4.59975e-52,5.44833e-149,9.16815e-92,3.52479e-91,2.38914e-108,1.55147e-49,1.47192e-49,1.29967e-100,0,8.56065e-50,1.28576e-50,4.86255e-50
0.0117,3.47868e-28,0,0,0,4.3224e-61,0,4.71522e-53,8.80221e-67,1.34252e-60,3.31015e-35,1.56241e-45,-2.3217e-67,-4.92947e-120,4.64623e-93,7.1162e-46,1.74992e-102,1.42141e-45,8.6666e-223,1.4997e-76,5.15463e-35,1.68706e-89,1.00084e-93,5.82132e-89,3.13207e-52,3.71345e-149,7.64067e-92,3.0727e-91,2.08283e-108,1.23603e-49,1.28633e-49,1.18914e-100,0,7.46055e-50,1.07252e-50,4.23768e-50
0.0118,2.85725e-28,0,0,0,3.55239e-61,0,4.97784e-53,8.05056e-67,8.90817e-61,2.71882e-35,1.28331e-45,-1.96166e-67,-9.21063e-121,3.81655e-93,5.84494e-46,1.16113e-102,1.1675e-45,4.98279e-223,-2.49709e-72,4.23381e-35,1.11879e-89,6.64102e-94,3.86043e-89,2.07708e-52,2.46429e-149,6.27622e-92,2.61951e-91,1.77571e-108,9.78241e-50,1.09876e-49,1.05493e-100,0,6.35872e-50,8.81617e-51,3.61183e-50
0.0119,2.31329e-28,0,0,0,2.8773e-61,0,5.20757e-53,7.15247e-67,5.75563e-61,2.20122e-35,1.039e-45,-2.06081e-67,-4.74778e-120,3.09008e-93,4.73217e-46,7.50215e-103,9.45241e-46,2.73425e-223,4.61321e-72,3.42779e-35,7.226e-90,4.29088e-94,2.49333e-89,1.34154e-52,1.5923e-149,5.08152e-92,2.18642e-91,1.48215e-108,7.68277e-50,9.18515e-50,9.09584e-101,0,5.30636e-50,7.142e-51,3.01407e-50
0.012,1.84622e-28,0,0,0,2.29692e-61,0,5.4046e-53,6.1773e-67,3.62101e-61,1.75677e-35,8.2922e-46,1.93552e-67,4.63686e-120,2.46613e-93,3.77669e-46,4.71989e-103,7.54392e-46,1.43145e-223,-1.17937e-72,2.73568e-35,4.54534e-90,2.69958e-94,1.56836e-89,8.43864e-53,1.00179e-149,4.05544e-92,1.7886e-91,1.21246e-108,5.98179e-50,7.52288e-50,7.63878e-101,0,4.34009e-50,5.70238e-51,2.46522e-50
0.0121,1.45255e-28,0,0,0,1.8073e-61,0,5.57035e-53,5.19162e-67,2.21811e-61,1.38217e-35,6.52407e-46,-2.97266e-67,-5.46469e-120,1.94014e-93,2.97138e-46,2.89131e-103,5.93535e-46,7.14914e-224,-1.11551e-72,2.15235e-35,2.78441e-90,1.65372e-94,9.60749e-90,5.1694e-53,6.1364e-150,3.19047e-92,1.43538e-91,9.72981e-109,4.61348e-50,6.04271e-50,6.26019e-101,0,3.4824e-50,4.48769e-51,1.97804e-50
0.0122,1.12669e-28,0,0,0,1.40174e-61,0,5.7071e-53,4.25104e-67,1.32285e-61,1.07211e-35,5.06052e-46,5.35179e-68,1.82451e-120,1.50471e-93,2.3048e-46,1.72442e-103,4.60388e-46,3.4067e-224,1.62604e-72,1.66951e-35,1.66101e-90,9.86308e-95,5.73121e-90,3.08375e-53,3.65936e-150,2.47441e-92,1.13098e-91,7.66595e-109,3.52212e-50,4.76445e-50,5.0148e-101,0,2.74344e-50,3.48143e-51,1.5583e-50
0.0123,8.61682e-29,0,0,0,1.07173e-61,0,5.81768e-53,3.396e-67,7.68016e-62,8.19936e-36,3.87024e-46,9.23582e-68,2.58591e-120,1.15054e-93,1.76268e-46,1.00122e-103,3.521e-46,1.54939e-224,3.03275e-77,1.27682e-35,9.64844e-91,5.7267e-95,3.32913e-90,1.79129e-53,2.12422e-150,1.892e-92,8.75601e-92,5.93433e-109,2.66009e-50,3.69032e-50,3.9323e-101,0,2.12357e-50,2.66253e-51,1.20621e-50
0.0124,6.49825e-29,0,0,0,8.07797e-62,0,5.90516e-53,2.65046e-67,4.34021e-62,6.18343e-36,2.91868e-46,5.66308e-68,1.68502e-120,8.67386e-94,1.3293e-46,5.65874e-104,2.65532e-46,6.72863e-225,-7.77779e-78,9.62896e-36,5.45726e-91,3.23664e-95,1.88298e-90,1.01317e-53,1.20016e-150,1.42636e-92,6.66502e-92,4.51646e-109,1.98652e-50,2.80981e-50,3.02202e-101,0,1.61609e-50,2.00757e-51,9.17958e-51
0.0125,4.83282e-29,0,0,0,6.00258e-62,0,5.97259e-53,2.02371e-67,2.38719e-62,4.59868e-36,2.17066e-46,1.84914e-68,7.35659e-121,6.44782e-94,9.88611e-47,3.11286e-104,1.97479e-46,2.79145e-225,3.15347e-76,7.16116e-36,3.00553e-91,1.78047e-95,1.03703e-90,5.57995e-54,6.59876e-151,1.0603e-92,4.99095e-92,3.38127e-109,1.46627e-50,2.10424e-50,2.27846e-101,0,1.20984e-50,1.49251e-51,6.87204e-51
0.0126,3.54497e-29,0,0,0,4.39734e-62,0,6.02276e-53,1.51349e-67,1.2777e-62,3.37322e-36,1.59222e-46,-4.14125e-68,-9.35576e-121,4.72638e-94,7.25165e-47,1.66646e-104,1.44855e-46,1.10673e-225,6.7516e-79,5.25285e-36,1.61179e-91,9.53174e-96,5.56134e-91,2.9924e-54,3.53003e-151,7.77221e-93,3.67836e-92,2.49118e-109,1.06936e-50,1.55067e-50,1.68661e-101,0,8.91338e-51,1.09412e-51,5.0629e-51
0.0127,2.56501e-29,0,0,0,3.17568e-62,0,6.05803e-53,1.10982e-67,6.65347e-63,2.44074e-36,1.15207e-46,-1.78863e-68,-4.96782e-121,3.41644e-94,5.24702e-47,8.68063e-105,1.04812e-46,4.19401e-226,2.73594e-73,3.80077e-36,8.41731e-92,4.96511e-96,2.90431e-91,1.56273e-54,1.83683e-151,5.6181e-93,2.66913e-92,1.80679e-109,7.70397e-51,1.12483e-50,1.22642e-101,0,6.46459e-51,7.90907e-52,3.67196e-51
0.0128,1.83102e-29,0,0,0,2.26054e-62,0,6.0801e-53,7.98554e-68,3.3699e-63,1.74231e-36,8.22402e-47,7.87304e-69,2.56426e-121,2.43527e-94,3.74555e-47,4.39861e-105,7.48193e-47,1.51897e-226,8.74417e-75,2.71316e-36,4.2812e-92,2.5159e-96,1.47719e-91,7.94835e-55,9.29289e-152,4.00463e-93,1.90735e-92,1.2902e-109,5.48174e-51,8.03286e-51,8.76191e-102,0,4.6163e-51,5.63768e-52,2.62211e-51
0.0129,1.2897e-29,0,0,0,1.5856e-62,0,6.08982e-53,5.64024e-68,1.65929e-63,1.22722e-36,5.79269e-47,-5.88064e-69,-8.44797e-122,1.71165e-94,2.63823e-47,2.16724e-105,5.27e-47,5.25405e-227,1.37241e-73,1.91105e-36,2.12109e-92,1.23961e-96,7.31862e-92,3.93796e-55,4.56807e-152,2.81468e-93,1.34234e-92,9.07045e-110,3.85202e-51,5.64746e-51,6.14882e-102,0,3.24552e-51,3.96236e-52,1.84349e-51
0.013,8.96498e-30,0,0,0,1.09533e-62,0,6.0869e-53,3.91009e-68,7.93625e-64,8.53065e-37,4.02663e-47,5.80015e-69,8.46628e-122,1.18601e-94,1.83389e-47,1.03758e-105,3.66329e-47,1.73303e-227,3.6531e-79,1.32841e-36,1.02387e-92,5.93471e-97,3.53278e-92,1.90089e-55,2.17942e-152,1.95032e-93,9.30227e-93,6.27581e-110,2.67306e-51,3.9074e-51,4.23506e-102,0,2.24579e-51,2.74534e-52,1.27563e-51
0.0131,6.15105e-30,0,0,0,7.44519e-63,0,6.06945e-53,2.65846e-68,3.6824e-64,5.85305e-37,2.76275e-47,1.39927e-69,1.03345e-122,8.09844e-95,1.25827e-47,4.82111e-106,2.51346e-47,5.4356e-228,7.66571e-77,9.11449e-37,4.81655e-93,2.75757e-97,1.6619e-92,8.94225e-56,1.00738e-152,1.33173e-93,6.34432e-93,4.26998e-110,1.8318e-51,2.65849e-51,2.858e-102,0,1.52834e-51,1.87433e-52,8.68116e-52
0.0132,4.16645e-30,0,0,0,4.97177e-63,0,6.0333e-53,1.76955e-68,1.654e-64,3.9646e-37,1.87136e-47,6.10857e-69,6.97983e-122,5.44538e-95,8.52295e-48,2.16992e-106,1.70251e-47,1.61315e-228,1.5425e-73,6.17375e-37,2.20877e-93,1.24115e-97,7.62114e-93,4.10073e-56,4.49777e-153,8.95456e-94,4.25384e-93,2.8525e-110,1.23972e-51,1.77607e-51,1.88398e-102,0,1.02147e-51,1.26001e-52,5.80206e-52
0.0133,2.78664e-30,0,0,0,3.25345e-63,0,5.97077e-53,1.14942e-68,7.16688e-65,2.65164e-37,1.25162e-47,1.24961e-91,1.43794e-144,3.60081e-95,5.7004e-48,9.43029e-107,1.13869e-47,4.49256e-229,1.65247e-104,4.12919e-37,9.87706e-94,5.39393e-98,3.40799e-93,1.83374e-56,1.93037e-153,5.92129e-94,2.79843e-93,1.86588e-110,8.28666e-52,1.16215e-51,1.20686e-102,0,6.68834e-52,8.32884e-53,3.79906e-52
0.0134,1.84068e-30,0,0,0,2.07759e-63,0,5.86868e-53,7.24744e-69,2.97955e-65,1.7515e-37,8.26737e-48,8.03748e-92,8.98812e-145,2.33621e-95,3.76532e-48,3.93699e-107,7.52143e-48,1.15842e-229,1.07216e-104,2.72748e-37,4.30839e-94,2.25187e-98,1.48657e-93,7.99883e-57,7.90013e-154,3.84175e-94,1.79995e-93,1.18953e-110,5.47141e-52,7.41654e-52,7.4492e-103,0,4.27284e-52,5.40051e-53,2.42702e-52
0.0135,1.201e-30,0,0,0,1.28596e-63,0,5.70492e-53,4.39982e-69,1.17879e-65,1.14281e-37,5.39423e-48,5.02379e-92,5.36558e-145,1.48106e-95,2.45677e-48,1.5664e-107,4.90754e-48,2.70717e-230,6.79737e-105,1.77961e-37,1.83388e-94,8.95948e-99,6.32765e-94,3.40472e-57,3.04296e-154,2.43552e-94,1.12505e-93,7.3341e-111,3.56897e-52,4.58446e-52,4.37001e-103,0,2.64554e-52,3.42028e-53,1.5027e-52
0.0136,7.74209e-31,0,0,0,7.63467e-64,0,5.4429e-53,2.54247e-69,4.38762e-66,7.36701e-38,3.47732e-48,3.02044e-92,2.99565e-145,9.10557e-96,1.58373e-48,5.87168e-108,3.16359e-48,5.55184e-231,4.17939e-105,1.14721e-37,7.62e-95,3.35848e-99,2.62924e-94,1.41471e-57,1.08052e-154,1.49736e-94,6.76418e-94,4.32183e-111,2.30028e-52,2.7157e-52,2.38543e-103,0,1.57099e-52,2.09922e-53,8.9234e-53
0.0137,4.93193e-31,0,0,0,4.28467e-64,0,5.02706e-53,1.37974e-69,1.51601e-66,4.693e-38,2.21513e-48,1.72019e-92,1.5168e-145,5.35553e-96,1.00888e-48,2.04488e-108,2.0153e-48,9.57038e-232,2.45851e-105,7.30803e-38,3.092e-95,1.16963e-99,1.06688e-94,5.74052e-58,3.43414e-155,8.80696e-95,3.85234e-94,2.39701e-111,1.46516e-52,1.51919e-52,1.17668e-103,0,8.81817e-53,1.23119e-53,5.00882e-53
0.0138,3.10533e-31,0,0,0,2.23804e-64,0,4.4043e-53,6.95211e-70,4.808e-67,2.95488e-38,1.39472e-48,9.11928e-93,6.72992e-146,2.9533e-96,6.3523e-49,6.53538e-109,1.26891e-48,1.32742e-232,1.35603e-105,4.6014e-38,1.22574e-95,3.73812e-100,4.22938e-95,2.27567e-58,9.45861e-156,4.85664e-95,2.04228e-94,1.23344e-111,9.22449e-53,7.90416e-53,5.08526e-104,0,4.60673e-53,6.7619e-54,2.61668e-53
0.0139,1.93294e-31,0,0,0,1.07763e-64,0,3.59185e-53,3.23851e-70,1.39383e-67,1.8393e-38,8.68148e-49,4.44796e-93,2.55834e-146,1.49869e-96,3.95405e-49,1.90711e-109,7.89844e-49,1.44495e-233,6.88308e-106,2.86419e-38,4.74901e-96,1.09084e-100,1.63865e-95,8.81691e-59,2.21147e-156,2.4646e-95,9.96141e-95,5.84874e-112,5.74159e-53,3.79079e-53,1.88923e-104,0,2.21844e-53,3.41557e-54,1.2601e-53
0.014,1.18971e-31,0,0,0,4.78703e-65,0,2.70836e-53,1.40081e-70,3.71028e-68,1.13207e-38,5.34334e-49,1.99558e-93,8.33148e-147,6.95335e-97,2.43369e-49,5.10208e-110,4.86143e-49,1.24083e-234,3.19423e-106,1.76289e-38,1.79903e-96,2.91831e-101,6.20761e-96,3.34004e-59,4.39253e-157,1.1435e-95,4.46923e-95,2.56406e-112,3.53379e-53,1.67818e-53,6.04385e-105,0,9.85568e-54,1.57794e-54,5.59814e-54
0.0141,7.24214e-32,0,0,0,1.97978e-65,0,1.90057e-53,5.68175e-71,9.16014e-69,6.89128e-39,3.25263e-49,8.31109e-94,2.36691e-147,2.96958e-97,1.48146e-49,1.26409e-110,2.9593e-49,8.64507e-236,1.36443e-106,1.07312e-38,6.66625e-97,7.23044e-102,2.30022e-96,1.23764e-59,7.5479e-158,4.8836e-96,1.86134e-95,1.04984e-112,2.15109e-53,6.9224e-54,1.69542e-105,0,4.07631e-54,6.71628e-55,2.31539e-54
0.0142,4.36099e-32,0,0,0,7.71728e-66,0,1.25784e-53,2.18544e-71,2.12169e-69,4.14972e-39,1.95862e-49,3.25481e-94,6.01642e-148,1.18327e-97,8.92091e-50,2.93493e-111,1.782e-49,5.06696e-237,5.43747e-107,6.46202e-39,2.41721e-97,1.67875e-102,8.34072e-97,4.48774e-60,1.15043e-158,1.94595e-96,7.28948e-96,4.06384e-113,1.2953e-53,2.69347e-54,4.27324e-106,0,1.58904e-54,2.66978e-55,9.02595e-55
0.0143,2.59829e-32,0,0,0,2.86845e-66,0,7.96068e-54,8.05377e-72,4.65797e-70,2.47241e-39,1.16695e-49,1.21338e-94,1.40162e-148,4.46132e-98,5.3151e-50,6.45358e-112,1.06172e-49,2.58436e-238,2.05029e-107,3.85009e-39,8.58057e-98,3.69142e-103,2.96078e-97,1.59305e-60,1.59251e-159,7.33692e-97,2.7175e-96,1.50356e-113,7.71738e-54,9.99938e-55,9.90133e-107,0,5.90652e-55,1.00499e-55,3.35497e-55
0.0144,1.53202e-32,0,0,0,1.02607e-66,0,4.87325e-54,2.86612e-72,9.77255e-71,1.4578e-39,6.88062e-50,4.34839e-95,3.05053e-149,1.6102e-98,3.13393e-50,1.35512e-112,6.2602e-50,1.17813e-239,7.40042e-108,2.27012e-39,2.98311e-98,7.75134e-104,1.02934e-97,5.53839e-61,2.04021e-160,2.64808e-97,9.73873e-97,5.36279e-114,4.55036e-54,3.57416e-55,2.14769e-107,0,2.11286e-55,3.62356e-56,1.20013e-55
0.0145,8.94147e-33,0,0,0,3.55612e-67,0,2.90981e-54,9.89917e-73,1.97004e-71,8.50828e-40,4.01578e-50,1.50873e-95,6.28916e-150,5.61113e-99,1.82908e-50,2.73357e-113,3.65369e-50,4.89088e-241,2.57895e-108,1.32493e-39,1.01614e-98,1.56366e-104,3.50628e-98,1.88655e-61,2.45241e-161,9.2279e-98,3.37899e-97,1.8553e-114,2.65575e-54,1.23814e-55,4.41873e-108,0,7.32276e-56,1.26193e-56,4.15941e-56
0.0146,5.16664e-33,0,0,0,1.19966e-67,0,1.70444e-54,3.33255e-73,3.83277e-72,4.91633e-40,2.32044e-50,5.09313e-96,1.23998e-150,1.89913e-99,1.0569e-50,5.31984e-114,2.11121e-50,1.87458e-242,8.72886e-109,7.65581e-40,3.39276e-99,3.04324e-105,1.1707e-98,6.29894e-62,2.79223e-162,3.12326e-98,1.14067e-97,6.25216e-115,1.53457e-54,4.1757e-56,8.70135e-109,0,2.47036e-56,4.26949e-57,1.40319e-56
0.0147,2.95634e-33,0,0,0,3.95176e-68,0,9.83132e-55,1.09632e-73,7.20956e-73,2.81311e-40,1.32775e-50,1.67836e-96,2.35288e-151,6.26794e-100,6.04753e-51,1.00165e-114,1.20803e-50,6.69313e-244,2.88093e-109,4.38064e-40,1.11082e-99,5.73051e-106,3.83299e-99,2.06233e-62,3.03058e-163,1.03081e-98,3.7589e-98,2.05819e-115,8.78076e-55,1.37527e-56,1.6499e-109,0,8.13754e-57,1.4088e-57,4.62222e-57
0.0148,1.67547e-33,0,0,0,1.27377e-68,0,5.59784e-55,3.5321e-74,1.3183e-73,1.5943e-40,7.52485e-51,5.41108e-97,4.3149e-152,2.02261e-100,3.42737e-51,1.82881e-115,6.84636e-51,2.2407e-245,9.29657e-110,2.48268e-40,3.56788e-100,1.04645e-106,1.23112e-99,6.62406e-63,3.14912e-164,3.32633e-99,1.21188e-98,6.63168e-116,4.97639e-55,4.43246e-57,3.02444e-110,0,2.62297e-57,4.54548e-58,1.48988e-57
0.0149,9.40688e-34,0,0,0,4.02335e-69,0,3.15132e-55,1.11404e-74,2.33032e-74,8.95114e-41,4.2248e-51,1.70938e-97,7.66919e-153,6.3928e-101,1.92428e-51,3.24175e-116,3.84386e-51,7.05147e-247,2.93835e-110,1.39389e-40,1.12467e-100,1.85552e-107,3.88078e-100,2.08805e-63,3.14213e-165,1.05134e-99,3.82838e-99,2.09426e-116,2.79398e-55,1.39997e-57,5.37426e-111,0,8.28499e-58,1.43657e-58,4.70597e-58
0.015,5.23323e-34,0,0,0,1.24663e-69,0,1.75582e-55,3.44969e-75,4.02594e-75,4.97969e-41,2.35034e-51,5.29688e-98,1.32365e-153,1.98153e-101,1.07052e-51,5.58716e-117,2.13841e-51,2.0964e-248,9.10779e-111,7.75447e-41,3.48076e-101,3.19978e-108,1.20107e-100,6.46232e-64,3.01677e-166,3.25877e-100,1.1863e-99,6.48823e-117,1.55434e-55,4.33764e-58,9.27435e-112,0,2.56709e-58,4.45262e-59,1.45814e-58
0.0151,2.88534e-34,0,0,0,3.79205e-70,0,9.68901e-56,1.04683e-75,6.76387e-76,2.74555e-41,1.29586e-51,1.6113e-98,2.22152e-154,6.02875e-102,5.90229e-52,9.36581e-118,1.17902e-51,5.88643e-250,2.77103e-111,4.27543e-41,1.05811e-101,5.36933e-109,3.65109e-101,1.96446e-64,2.79145e-167,9.91472e-101,3.60871e-100,1.97349e-117,8.56987e-56,1.31942e-58,1.55642e-112,0,7.8087e-59,1.35467e-59,4.43544e-59
0.0152,1.57695e-34,0,0,0,1.13311e-70,0,5.29794e-56,3.14197e-76,1.09282e-76,1.50055e-41,7.08235e-52,4.81486e-99,3.62945e-155,1.80167e-102,3.22582e-52,1.5297e-118,6.44376e-52,1.57757e-251,8.28112e-112,2.33668e-41,3.1606e-102,8.78623e-110,1.09059e-101,5.86792e-65,2.49248e-168,2.96298e-101,1.07835e-100,5.89678e-118,4.68376e-56,3.94254e-59,2.54271e-113,0,2.33333e-59,4.04832e-60,1.32536e-59
0.0153,8.54511e-35,0,0,0,3.32781e-71,0,2.87159e-56,8.96564e-77,1.72766e-77,8.13112e-42,3.83776e-52,1.41409e-99,5.77728e-156,5.29163e-103,1.748e-52,2.42971e-119,3.49172e-52,3.88218e-253,2.43223e-112,1.26619e-41,9.28048e-103,1.40051e-110,3.2023e-102,1.723e-65,2.14986e-169,8.70248e-102,3.16703e-101,1.73178e-118,2.53802e-56,1.15787e-59,4.04735e-114,0,6.85273e-60,1.18901e-60,3.89243e-60
0.0154,4.59182e-35,0,0,0,9.61041e-72,0,1.54331e-56,2.70453e-77,2.73662e-78,4.36936e-42,2.06227e-52,4.08379e-100,8.96658e-157,1.52823e-103,9.3931e-53,3.7735e-120,1.87632e-52,9.76921e-255,7.02429e-113,6.80406e-42,2.67982e-103,2.18944e-111,9.24695e-103,4.97531e-66,1.79299e-170,2.51328e-102,9.14615e-102,5.00116e-119,1.36384e-56,3.34382e-60,6.28157e-115,0,1.979e-60,3.43386e-61,1.1241e-60
0.0155,2.44742e-35,0,0,0,2.73031e-72,0,8.22639e-57,8.02144e-78,4.46552e-79,2.32885e-42,1.09918e-52,1.16021e-100,1.35784e-157,4.34177e-104,5.00647e-53,5.724e-121,1.00007e-52,2.33917e-256,1.99564e-113,3.62653e-42,7.61291e-104,3.3623e-112,2.6269e-103,1.4134e-66,1.44717e-171,7.14037e-103,2.59843e-102,1.42082e-119,7.26917e-57,9.49977e-61,9.51233e-116,0,5.62235e-61,9.75576e-62,3.19356e-61
0.0156,1.29411e-35,0,0,0,7.63403e-73,0,4.35002e-57,2.59259e-78,6.49392e-80,1.23141e-42,5.81208e-53,3.24397e-101,2.00756e-158,1.21398e-104,2.64725e-53,8.60566e-122,5.28803e-53,5.91469e-258,5.57991e-114,1.91758e-42,2.12852e-104,5.16909e-113,7.34464e-104,3.95178e-67,1.13136e-172,1.99648e-103,7.26528e-103,3.97264e-120,3.84369e-57,2.65616e-61,1.40639e-116,0,1.57202e-61,2.72776e-62,8.92927e-62
0.0157,6.78988e-36,0,0,0,2.10156e-73,0,2.2824e-57,8.36173e-79,1.1425e-80,6.46093e-43,3.04946e-53,8.93031e-102,2.89972e-159,3.34198e-105,1.38895e-53,1.20685e-122,2.7745e-53,1.44664e-259,1.5361e-114,1.00611e-42,5.85949e-105,7.58246e-114,2.02186e-104,1.08786e-67,8.57397e-174,5.49613e-104,2.00006e-103,1.09362e-120,2.01669e-57,7.31211e-62,2.03138e-117,0,4.3276e-62,7.50926e-63,2.45813e-62
0.0158,3.53562e-36,0,0,0,5.69841e-74,0,1.1885e-57,4.63531e-80,1.30442e-81,3.36433e-43,1.58791e-53,2.42146e-102,4.09426e-160,9.06183e-106,7.23251e-54,1.66309e-123,1.44473e-53,5.80772e-262,4.16515e-115,5.239e-43,1.58879e-105,1.1355e-114,5.48225e-105,2.94972e-68,6.30386e-175,1.49029e-104,5.42317e-104,2.96536e-121,1.05013e-57,1.98268e-62,2.86821e-118,0,1.17343e-62,2.03615e-63,6.66524e-63
0.0159,1.82754e-36,0,0,0,1.5225e-74,0,6.14334e-58,7.15186e-80,3.83914e-82,1.739e-43,8.20781e-54,6.46968e-103,5.65436e-161,2.42115e-106,3.73844e-54,2.57661e-124,7.46774e-54,6.49778e-263,1.11285e-115,2.70801e-43,4.24492e-106,1.96601e-115,1.46474e-105,7.88104e-69,4.49994e-176,3.98176e-105,1.44897e-104,7.92286e-122,5.42805e-58,5.29734e-63,3.96112e-119,0,3.13519e-63,5.44019e-64,1.78082e-63
0.016,9.37888e-37,0,0,0,4.00984e-75,0,3.15275e-58,2.39157e-80,4.80556e-83,8.9245e-44,4.21222e-54,1.70393e-103,7.64253e-162,6.37661e-107,1.91856e-54,3.60038e-125,3.83242e-54,1.50823e-264,2.93093e-116,1.38974e-43,1.11799e-106,3.35578e-116,3.85771e-106,2.07564e-69,3.12137e-177,1.04868e-105,3.81616e-105,2.08665e-122,2.78566e-58,1.39517e-63,5.35392e-120,0,8.25718e-64,1.43279e-64,4.69018e-64
